# quest_id,title,description,objectives_text,reward_text,reward_xp,reward_gold,reward_item1,reward_item2,prev_quest,min_level,kill_obj1_display,kill_obj1_count,kill_obj2_display,kill_obj2_count,kill_obj3_display,kill_obj3_count,kill_obj4_display,kill_obj4_count,creature_entry,poi_x,poi_y
1008,The Zoram Strand,"There is evil lurking on our northwestern coast, known as the Zoram Strand.

It is the resting place of the doomed city of Zoram, destroyed during the Sundering and submerged beneath the seas. It has been lost to the night elves for ages. Lost, and nearly forgotten.

Now, the naga have returned, and for what reason we do not know. But reason matters little; we must slay these fiends and throw them back to the depths!

Return to me when your mission is complete.",Return to Shindrell Swiftfire at Astranaar in Ashenvale.,"Very well done, $N. Your actions in the Zoram Strand against the naga are commendable.

I know your feat was not easily accomplished, for the strength and guile of the naga is well known to the night elves. We know this, for we share a history with them.

It is a history I care not to repeat.",850,1100,0,0,0,14,0,0,0,0,0,0,0,0,3845,4118.0,1214.0
1009,Ruuzel,"I fear the ancient statuette's secrets will remain forever hidden unless you find the key to its ancient lock.

That key is a ring, the Ring of Zoram. It belonged to the rulers of this city before the waves of the Sundering drowned it.

For years the ring was lost, but the naga have recently found it.

Their leader, Ruuzel, dwells on an isle on the northern edge of Zoram. Please, $N, retrieve the ring for me!",Return to Talen in Ashenvale.,"You found the ring! Thank you, $N. Please take this as payment, and know that your deeds today will remain forever in my memory.",1020,0,5812,0,1007,20,0,0,0,0,0,0,0,0,3846,4163.0,1324.0
1010,Bathran's Hair,"There is a plant that once grew in the old ruins of Bathran's Haunt to the north. The plant was called Bathran's Hair and was known to cure ailments of the spirit.

There is a sick child in the village, and I believe it is more than just a physical illness. Will you go to Bathran's Haunt and search it for Bathran's Hair? I may need it to properly treat the child.

Bathran's Haunt lies north of Maestra's Post and just south of the border to Darkshore.",Return to Orendil Broadleaf at Maestra's Post in Ashenvale.,"Ah, you have the hair! Now I will mix a cure for the child, and pray my concoction works.

And... Forsaken are at Bathran's Haunt? Very troubling to hear, that is. Very troubling indeed...",510,0,0,0,0,20,0,0,0,0,0,0,0,0,3847,3783.0,-178.0
1013,The Book of Ur,"$N, Shadowfang Keep holds a book, the Book of Ur, which would be much prized in my collection. Ur was a great mage of Dalaran before the coming of the Scourge, his studies in other worlds are of much value to ... certain parties among the Forsaken.

Enter Shadowfang Keep and find the book. Bring it to me, and I will report your service to our Dark Lady...",Return to Keeper Bel'dugur at Apothecarium in the Undercity.,"Very good. This book will add nicely to my collections of the workings of Ur. His knowledge was great, but his conscience held him from true power. And so when the Scourge came and his strength was tested, it failed.

We of the Forsaken cannot afford such weakness, if we are to survive...",1200,0,0,0,0,16,0,0,0,0,0,0,0,0,2934,1529.0,358.0
1014,Arugal Must Die,"Arugal still resides in Shadowfang Keep. We cannot claim Silverpine as a strategic stronghold for the Dark Lady until Arugal is slain.

I shall see to it that his magic is eradicated, $n. But I leave it in your hands to see that Arugal meets the death he so deserves.

Travel to Shadowfang Keep and put an end to Arugal's foul spells once and for all. Bring to me the vile wizard's head!",Return to Dalar Dawnweaver at The Sepulcher in Silverpine Forest.,"Silverpine Forest is finally free from the vice of that wretch Arugal. You have done the Dark Lady a great service, $N. Your tenacity shall be rewarded.",1200,0,6414,0,0,18,0,0,0,0,0,0,0,0,1938,553.0,1593.0
1016,Elemental Bracers,"Take this divining scroll--it can determine the creator of these elementals. But you will need something from them to use as a reagent to focus scroll's magic--their bracers should do nicely.

A few intact bracers from the creatures should be enough. The other bracers will be useless for our purposes, but they may be worth something to a merchant if you wish to sell them. Once you have the intact bracers attempt to use the scroll. Return to me with the results and we shall proceed from there.",Return to Sentinel Velene Starstrike at Silverwind Refuge in Ashenvale.,"Well done, $N, this should give us the information we need to have the culprit discovered. How would you feel about taking out the mage who fills our pools with corrupt elementals? The corruption of Ashenvale and beyond makes my stomach turn on its own--to have a wizard actively attempting to destroy it further sickens me to no end. We shall make him pay.",850,0,0,0,0,20,0,0,0,0,0,0,0,0,3885,1916.0,-1315.0
1017,Mage Summoner,"There's only one undead mage in the Barrens capable of defiling this many water elementals. He's also the only one foolish enough to try. Sarilus Foulborne is probably sitting at the top of Dreadmist Peak, laughing at me.

$n, you must go into enemy territory and destroy this miscreant. I have had enough of his idiocy and we must show him what happens to those who annoy the Sentinels.

Destroy him and bring me his head. Be wary though, the Horde may be watching for you.",Return to Sentinel Velene Starstrike at Silverwind Refuge in Ashenvale.,"Now I can see that repugnant smile wiped from his face forever. You have done very well, $N. Take this, the Light of Elune, drink of it when all seems lost and death is near. It may save you, Goddess willing.",1020,0,5816,0,1016,20,0,0,0,0,0,0,0,0,3885,319.0,-2264.0
1020,Orendil's Cure,"$N, I have created a cure that I believe will help the afflicted child. Take it to Astranaar and give it to the child's parent, Pelturas Whitemoon.

To reach Astranaar, follow the road south, then east.",,"This is from Orendil?

His skill with herbs and healing is great. This cure gives me hope, when before I had little...",1020,2500,0,0,1010,20,0,0,0,0,0,0,0,0,3847,2682.0,-455.0
1023,Raene's Cleansing,"As you rummage through Teronis' belongings, you find a journal that is still in good condition.

You take the journal and leave Teronis' corpse as is.

The only thing left to do is find the gem Teronis was seeking. Raene mentioned it being in the area. Perhaps the murlocs have it...",Return to Raene Wolfrunner at Astranaar in Ashenvale.,"This is terrible, $N. Teronis is dead?!

The time for mourning will come, but for now we must focus our efforts. I shall send some of the Sentinels to recover Teronis' body as soon as possible.

You have Teronis' journal and the gem he was seeking. Do you think you're capable of completing his task? I would rest much better knowing his death was not in vain.",680,0,0,0,991,18,0,0,0,0,0,0,0,0,3891,3049.0,450.0
1024,Raene's Cleansing,"You'll have to do the research yourself, but from what notes Teronis has made, it sounds like your next course of action is to find the other pieces of the rod Dartol created. I would start by heading to the moonwell east of Iris Lake. When you're ready, follow the road and turn north when you reach a small sitting area on your left.

A dryad there named Shael'dryn is better suited to guide you. Seek her out.

Keep the gem with you--Shael'dryn will need it if she's to help you recreate the rod.",,"Oh, Raene sent you? It must be serious indeed. What can I help you with?",510,0,0,0,1023,18,0,0,0,0,0,0,0,0,3691,2894.0,-1386.0
1025,An Aggressive Defense,"Before you travel to the moonwell I have another task that will aid the people of Ashenvale if you would like to test your skills.

Along the road heading east before the Falfarren River, furbolgs have been attacking travelers. Their tortured minds feeding upon fear, and their appetites satiated by the blood of innocents.

Aid the Sentinels in protecting the lands by showing those monsters the same mercy they have shown our kind.

I believe their camps are south of the road... be careful.",Return to Raene Wolfrunner at Astranaar in Ashenvale.,"You have done well, $N. Thank you.",850,1700,4542,1205,1023,18,6819,1,1996,2,6821,10,6824,12,3691,2260.0,-1244.0
1026,Raene's Cleansing,"I wish your tidings were better.

Raene is correct, I know about Dartol's creation and the treants in the area--at least I did once. They've become corrupted now, their nature twisted.

If your goal is to find the next piece of the rod, then you'll have to find the key to open the chest it's in.

The wooden key is on one of the treants northeast of here, near Felwood. Once you have it, look for a small glade west of the road near the Felwood border... the chest should be hidden around there.",Return to Shael'dryn in Ashenvale.,"I'm pleased to see you're back, $N.",850,0,0,0,1024,18,0,0,0,0,0,0,0,0,3916,3312.0,-1438.0
1027,Raene's Cleansing,"The final piece of the rod was given to the druids of Dor'danil for safekeeping. I have no idea where they hid it. I'm sorry I can't help you more than that.

All I can tell you is to follow the road that leads towards the Barrens. The druids took shelter to the east of that road, but they won't be of much help to you: they were killed recently... it's something I don't like to think about much.

When you find the final piece, bring it to me and I will help you reconstruct the rod.",Return to Shael'dryn in Ashenvale.,"You found the final piece? Wonderful for you... and for Raene.

I guess we'll have to see about repairing it, won't we?",850,0,0,0,1026,18,0,0,0,0,0,0,0,0,3916,2894.0,-1386.0
1028,Raene's Cleansing,"Here is the completed rod, $N. Reconstructing it was simple... it's finding the shrine that has the power to recharge it that will be the hard part.

With some focus and effort it shouldn't be too hard for someone like you, who's already accomplished so much.

Head southeast of here--there are very few paths, so be careful--and keep your eyes to the north. The shrine is hidden within the mountains that surround this glade.

Once there, place the rod within the shrine... the rest is magic. Hehe.",,"After the glow dies, you can see the re-enchanted rod within the shrine's basin.",680,0,5462,0,1027,18,0,0,0,0,0,0,0,0,3916,2782.0,-1550.0
1029,Raene's Cleansing,"I suggest you find Raene and let her know the rod is finished. I'm sure she'll know what your next course should be.

Good luck, $N.",,"You've recreated the rod Teronis had set out to find? That's wonderful to hear.

Teronis would be proud to see his quest is continuing even after his tragic passing.",170,0,0,0,1055,18,0,0,0,0,0,0,0,0,3916,2767.0,-412.0
